,TSPYL5(AL080059),ALDH4A1(NM_003748),MMP9(NM_004994),WISP1(NM_003882),SERF1A(AF073519),TGF?3(NM_003239),SMIM5(Contig24252_RC),HRASLS1(NM_020386),ECI2(NM_006117),DTL(NM_016448),Contig63649_RC,Contig46218_RC,NM_016359,AA555029_RC,Contig38288_RC,NM_003862,Contig28552_RC,Contig32125_RC,U82987,AL137718,AB037863,NM_020188,NM_020974,NM_000127,NM_002019,NM_002073,NM_000436,Contig55377_RC,Contig35251_RC,Contig25991,NM_003875,NM_006101,NM_003607,AF052162,NM_000849,Contig32185_RC,NM_016577,Contig48328_RC,Contig46223_RC,NM_015984,AK000745,Contig40831_RC,NM_014791,X05610,NM_018401,NM_000788,Contig51464_RC,AL080079,NM_006931,AF257175,NM_014321,NM_002916,Contig55725_RC,AF201951,NM_005915,NM_001282,Contig56457_RC,NM_000599,NM_014889,AF055033,NM_006681,NM_007203,Contig63102_RC,NM_003981,Contig20217_RC,NM_001809,Contig2399_RC,NM_004702,NM_007036,NM_018354
0,0.29424421732114037,0.7050428163653664,0.1830473218928757,0.6108829568788501,0.287569573283859,0.8064753495217072,0.17900874635568512,0.4990089197224975,0.8907630522088352,0.18425925925925918,0.4080560420315236,0.29619377162629756,0.26891334250343885,0.4028169014084507,0.284251968503937,0.7158227848101265,0.2556118754525706,0.46568627450980393,0.4849785407725323,0.3107170393215111,0.5606494746895893,0.37684729064039413,0.5063624396665204,0.4804845222072678,0.5601990049751243,0.5365591397849463,0.42857142857142855,0.5237420269312544,0.35857267188859876,0.0588703261734288,0.2711442786069652,0.3768624014022788,0.5277280858676207,0.3925019127773528,0.7077151335311573,0.3076374018558173,0.24145299145299148,0.6270012981393337,0.45977011494252873,0.3835125448028674,0.46203438395415464,0.5040411462160176,0.3510747185261003,0.47330960854092524,0.55930359085963,0.3248987854251013,0.43232791956689864,0.3085271317829457,0.37218813905930465,0.7973531844499586,0.2001614205004036,0.34475218658892126,0.1693702290076336,0.2297101449275363,0.46497210167389946,0.5331179321486269,0.47894302229562347,0.21943231441048036,0.16905187835420396,0.18022235225277938,0.44875,0.3782639378969654,0.45945945945945954,0.30082417582417587,0.3393227366966136,0.18075801749271136,0.3488151658767772,0.3241511851377322,0.5268245529241179,0.12829403606102635
1,0.3157611619150081,0.1436726926736442,0.2636505460218409,0.5595482546201233,0.3302411873840445,0.6306107431935247,0.17434402332361512,0.5222993062438057,0.43373493975903604,0.4620370370370369,0.2626970227670753,0.3280276816608997,0.41884456671251724,0.5511737089201878,0.4401574803149606,0.5322784810126582,0.29471397538015925,0.28823529411764703,0.46030042918454944,0.35389360061680797,0.43553008595988535,0.4958949096880132,0.6546731022378236,0.4172274562584118,0.8318407960199004,0.30752688172043013,0.4528668610301263,0.4599574769666902,0.381201044386423,0.3142402545743835,0.3938640132669984,0.3172655565293603,0.5348837209302325,0.3465952563121653,0.3731454005934718,0.4982155603140614,0.27350427350427353,0.21289485071397668,0.3940886699507389,0.6845878136200717,0.5429799426934097,0.36958119030124903,0.39508700102354144,0.6405693950177935,0.3590859630032644,0.5344129554655871,0.49033255993812835,0.365891472868217,0.26891615541922287,0.4507857733664185,0.22195318805488295,0.4978134110787172,0.21946564885496184,0.6282608695652175,0.5883446993180408,0.4919224555735057,0.5441783649876135,0.2314410480349345,0.33005366726296964,0.1960210649502633,0.4625,0.6069160197600564,0.5295295295295296,0.3337912087912088,0.38908085694540423,0.33294460641399415,0.4483412322274881,0.43305573350416404,0.5437409376510391,0.22191400832177532
2,0.5868746637977408,0.39771646051379644,0.4139365574622985,0.6673511293634498,0.2857142857142857,0.7851361295069905,0.07813411078717203,0.570366699702676,0.5068273092369477,0.6120370370370369,0.284296555750146,0.4449826989619377,0.469050894085282,0.35962441314553995,0.4204724409448819,0.620253164556962,0.44895003620564805,0.657843137254902,0.636266094420601,0.43099460292983804,0.5377268385864374,0.35632183908045983,0.8797718297498903,0.5302826379542396,0.6736318407960199,0.34247311827956994,0.20796890184645284,0.5648476257973067,0.2993907745865971,0.2911694510739857,0.3805970149253731,0.5495179666958808,0.4686940966010733,0.43381790359602146,0.6580118694362018,0.4610992148465382,0.22578347578347582,0.4024231934227607,0.49835796387520526,0.3835125448028674,0.40114613180515757,0.22777369581190296,0.4626407369498465,0.5800711743772242,0.6060935799782372,0.3805668016194333,0.49497293116782676,0.2527131782945736,0.205521472392638,0.5467328370554176,0.18240516545601293,0.34329446064139935,0.14980916030534347,0.45217391304347837,0.5356478611283322,0.7140549273021002,0.625103220478943,0.29475982532751094,0.2459749552772809,0.2598010532475131,0.53025,0.4488355681016231,0.6236236236236238,0.5151098901098902,0.37456807187284036,0.360932944606414,0.5090047393364928,0.31582319026265215,0.43547607539874333,0.1477115117891817
3,0.48144163528778916,0.2559467174119886,0.5065002600104005,0.37782340862423003,0.2708719851576994,0.506990434142752,0.23265306122448975,0.48414271555996036,0.6232931726907629,0.3787037037037036,0.36835960303561005,0.2657439446366782,0.15887207702888595,0.3483568075117371,0.2763779527559055,0.3120253164556962,0.223750905141202,0.3392156862745098,0.507510729613734,0.3415574402467232,0.3581661891117478,0.37931034482758624,0.3444493198771391,0.16958277254374154,0.5751243781094527,0.3338709677419355,0.29154518950437314,0.48121899362154497,0.4482158398607485,0.2068416865552904,0.29436152570480933,0.3672217353198949,0.3846153846153846,0.3871461361897476,0.642433234421365,0.5139186295503212,0.14387464387464388,0.5845954132410213,0.43678160919540227,0.4683393070489845,0.43553008595988535,0.36370315944158704,0.4032753326509724,0.38256227758007116,0.43199129488574534,0.44736842105263164,0.4238205723124516,0.36124031007751933,0.3374233128834355,0.6352357320099256,0.16868442292171104,0.45408163265306123,0.16459923664122134,0.7536231884057973,0.47613143211407305,0.44103392568659133,0.4145334434351775,0.17685589519650655,0.2549194991055457,0.2603861907548274,0.46475,0.5765702187720536,0.3773773773773775,0.22046703296703302,0.2916378714581893,0.14344023323615157,0.40379146919431275,0.4106342088404869,0.5176413726437893,0.12690707350901526
4,0.6030123722431415,0.5746907706945766,0.43317732709308376,0.3942505133470226,0.31910946196660483,0.4311994113318617,0.27405247813411077,0.4717542120911794,0.5751004016064256,0.686111111111111,0.4039696438995914,0.5847750865051903,0.7042640990371389,0.4347417840375587,0.38661417322834646,0.3284810126582278,0.5278783490224475,0.36078431372549025,0.5547210300429186,0.4880493446414803,0.5148042024832855,0.6239737274220033,0.5616498464238702,0.24629878869448182,0.5104477611940298,0.2881720430107527,0.45578231292517,0.34514528703047476,0.402088772845953,0.4351630867143994,0.3598673300165838,0.5793163891323401,0.4892665474060822,0.33358837031369554,0.7143916913946587,0.5046395431834404,0.23219373219373224,0.30030289917784514,0.41707717569786534,0.6284348864994027,0.4448424068767908,0.5187362233651727,0.5655066530194474,0.46619217081850534,0.47769314472252444,0.6417004048582997,0.5522041763341067,0.2718346253229974,0.39672801635991817,0.576509511993383,0.5343018563357547,0.45335276967930027,0.21851145038167935,0.4949275362318842,0.6546807191568504,0.46042003231017775,0.4591246903385632,0.2953056768558952,0.3837209302325582,0.2580456407255705,0.47575,0.4869442484121383,0.43843843843843855,0.6950549450549451,0.37940566689702826,0.45655976676384835,0.371563981042654,0.5534913516976298,0.5239246012566457,0.4153952843273232
5,0.6637977407208177,0.38154138915318747,0.358814352574103,0.5462012320328542,0.47959183673469385,0.5099337748344371,0.26064139941690956,0.6085232903865213,0.38955823293172687,0.636111111111111,0.3350846468184472,0.4934256055363322,0.5735900962861074,0.49295774647887325,0.40393700787401576,0.24367088607594933,0.5894279507603185,0.46568627450980393,0.5686695278969958,0.4803392444101773,0.44699140401146126,0.568144499178982,0.6985519964896885,0.19919246298788695,0.3990049751243781,0.4091397849462366,0.27502429543245865,0.28986534372785255,0.4386422976501306,0.7072394590294352,0.3922056384742952,0.6581945661700264,0.7441860465116278,0.33817903596021426,0.2596439169139466,0.502498215560314,0.2307692307692308,0.1955863262656859,0.42857142857142855,0.42891278375149344,0.44770773638968475,0.4063188831741366,0.560388945752303,0.4750889679715302,0.3590859630032644,0.4848178137651823,0.5274555297757154,0.36899224806201547,0.2770961145194274,0.34408602150537637,0.39628732849071835,0.45991253644314867,0.32108778625954193,0.2804347826086957,0.6044637321760693,0.39983844911147015,0.4549958711808423,0.29366812227074235,0.23792486583184264,0.26916325336454067,0.462,0.33239237826393786,0.4524524524524525,0.6964285714285715,0.49205252246026254,0.5743440233236151,0.4521327014218009,0.7130044843049328,0.513291445142581,0.2128987517337032
6,0.6455083378160301,0.5461465271170315,0.2350494019760791,0.37782340862423003,0.23562152133580705,0.5165562913907286,0.08629737609329441,0.5049554013875124,0.597590361445783,0.661111111111111,0.3070636310566258,0.5238754325259516,0.4876203576341128,0.2535211267605634,0.35590551181102364,0.3632911392405063,0.613323678493845,0.6068627450980393,0.6158798283261804,0.4942174248265227,0.7277936962750715,0.45238095238095244,0.6902150065818342,0.10901749663526239,0.5920398009950248,0.3543010752688172,0.2594752186588921,0.5124025513819985,0.36205395996518713,0.42641209228321403,0.17412935323383083,0.722173531989483,0.315742397137746,0.3741392501912778,0.45548961424332346,0.5010706638115632,0.2243589743589744,0.37040242319342276,0.6338259441707718,0.3118279569892473,0.36389684813753576,0.242468772961058,0.4708290685772774,0.6067615658362989,0.5059847660500544,0.4139676113360325,0.5622583139984532,0.2031007751937985,0.42944785276073616,0.6674937965260546,0.2970137207425343,0.3505830903790087,0.2447519083969465,0.5086956521739131,0.6038437693738374,0.5670436187399032,0.33773740710156896,0.30513100436681223,0.1493738819320215,0.2960795787009947,0.393,0.47000705716302044,0.6626626626626628,0.6043956043956045,0.21078092605390458,0.42215743440233233,0.44928909952606627,0.5176169122357464,0.45964233929434506,0.32801664355062415
7,0.6390532544378699,0.45765937202664136,0.35777431097243895,0.46406570841889117,0.4406307977736549,0.5849889624724063,0.30670553935860057,0.5505450941526263,0.6369477911646585,0.5703703703703702,0.37769994162288384,0.4560553633217993,0.36107290233837697,0.5061032863849765,0.28188976377952757,0.42278481012658226,0.41998551774076753,0.5823529411764706,0.5654506437768241,0.42945258288357746,0.41451766953199615,0.47947454844006576,0.7731461167178587,0.5397039030955585,0.34228855721393037,0.4838709677419355,0.23323615160349853,0.4564138908575478,0.42819843342036557,0.3134447096260939,0.6119402985074627,0.45749342681858024,0.5724508050089445,0.41086457536342774,0.6320474777448071,0.5046395431834404,0.22222222222222227,0.7520553872782345,0.4121510673234811,0.5495818399044206,0.6683381088825214,0.3350477590007347,0.45496417604913003,0.4893238434163701,0.5233949945593035,0.5182186234817815,0.505800464037123,0.32609819121447026,0.2566462167689161,0.6889991728701406,0.3220338983050848,0.5255102040816326,0.15839694656488545,0.6884057971014494,0.6038437693738374,0.6171243941841681,0.458298926507019,0.415938864628821,0.16905187835420396,0.34406085430076067,0.5095,0.3274523641496119,0.6716716716716717,0.38598901098901106,0.3759502418797512,0.3871720116618076,0.2824644549763033,0.5003203074951954,0.5219913001449976,0.1608876560332871
8,0.7482517482517483,0.7783063748810657,0.3640145605824233,0.3665297741273101,0.4619666048237477,0.431935246504783,0.3311953352769679,0.6952428146679881,0.5012048192771084,0.5092592592592592,0.47810858143607704,0.5778546712802768,0.6671251719394773,0.428169014084507,0.5606299212598425,0.2310126582278481,0.5213613323678493,0.4127450980392157,0.16845493562231767,0.4826522744795682,0.30945558739255014,0.7602627257799672,0.13339183852566916,0.4172274562584118,0.6268656716417911,0.23870967741935487,0.4936831875607386,0.38483345145287023,1.0,0.44073190135242646,0.5563847429519071,0.3935144609991236,0.4955277280858676,0.45677123182861523,0.3991097922848664,0.5603140613847252,1.0000000000000002,0.25573344872349635,0.49261083743842365,0.6523297491039427,0.5200573065902578,0.7567964731814842,0.5977482088024566,0.445729537366548,0.27638737758433074,0.5253036437246964,0.5699922660479505,0.7875968992248061,0.38957055214723924,0.5591397849462365,0.6698950766747378,0.6800291545189504,0.3759541984732824,0.24347826086956528,0.5722256664600123,0.4830371567043619,0.6564822460776218,0.10043668122270738,0.5652951699463328,0.09947337624341718,0.46875,0.37120677487649967,0.22722722722722732,0.6188186813186813,0.5632342778161713,0.6174927113702623,0.5715639810426539,0.5368353619474696,0.6201063315611407,0.3703190013869626
9,0.8800430338891878,0.16175071360608945,0.2974518980759231,0.38193018480492813,0.37291280148423006,0.23325974981604125,0.5416909620991253,0.5356788899900892,0.6923694779116465,0.5240740740740739,0.37828371278458844,0.5737024221453287,0.5281980742778543,0.5624413145539906,0.8299212598425196,0.3189873417721519,0.9080376538740043,0.40784313725490196,0.701716738197425,0.8288357748650732,0.20916905444126072,0.5960591133004927,0.14129003949100488,0.8425302826379542,0.39601990049751246,0.6096774193548387,0.2507288629737609,0.20198440822111974,0.3429068755439513,0.6165473349244233,0.40796019900497515,0.8501314636283962,0.6171735241502683,0.45065034429992357,0.1357566765578635,0.49107780157030695,0.6331908831908832,0.061877974902639576,0.2848932676518883,0.6714456391875747,0.31446991404011454,0.5341660543717854,0.6596724667349028,0.5765124555160142,0.3775843307943416,0.18623481781376527,0.3882443928847641,0.2847545219638243,0.3251533742331288,0.7675765095119933,0.5334947538337369,0.48177842565597667,0.6564885496183206,0.5231884057971016,0.6850588964662119,0.35783521809369956,0.7795210569777044,0.2827510917030568,0.49821109123434715,0.2878876535985957,0.54025,0.7205363443895554,0.42342342342342354,0.5041208791208791,0.48859709744298546,0.6833819241982506,0.3592417061611374,0.6931454196028188,0.5171580473658772,0.6872399445214981
